% Deplotted 11-May-2020 15:05:52
% x	y	curve-id
43.231	-0.415125	0
48.1581	1.73858	0
49.865	-0.158076	0
52.6084	-1.00908	0
53.7467	5.09586	0
57.8569	5.95543	0
60.4918	15.3478	0
61.3076	18.8339	0
63.6832	32.1548	0
65.4598	37.5452	0
67.9471	56.4725	0
69.3561	63.0455	0
71.8161	83.2924	0
73.6477	79.8905	0
75.9615	93.348	0
77.6157	103.784	0
79.013	115.51	0
80.6362	128.303	0
82.1094	138.282	0
83.7623	139.981	0
86.0136	154.218	0
87.742	155.423	0
89.8847	179.013	0
91.8529	166.529	0
93.998	194.835	0
95.9584	197.351	0
98.2556	219.172	0
99.7877	225.459	0
100.91	241.588	0
102.046	261.673	0
103.841	262.24	0
